ID,TEXT,LABEL
500,"""What?"" With fine impartiality, they ignored me completely. Harry continued, as though without interruption, ""Ye-es, I guess a compressor-and-coolant system could be arranged ..."" We broke up at 6 A.M. I took one of my pills, frowning at the bottle. Seemed to be emptying fast. [SNIPPET] When we came in, you'd broken his neck, were crooning to yourself."" So I had been crooning the Song of Eternity? "" I'm a""—I felt silly—""a cop on a mission. I waited until whichever of you it was settled down here. That one had to be the criminal, to be done away with."" ""Dex and I got rid of the body,"" Mel said. "" No need to worry unless ... unless you've read my stories.",1
777,"Regan couldn't make out his expression, but apparently it was one of disbelief. The man stopped, took an indecisive step and then ran toward the river. He jogged alongside it and now Regan could see his face clearly. It was an intelligent face—round, broad-nosed, the eyes almond-shaped and the hair abundant and black. [SNIPPET] As for the first question—we certainly hope to take you and ourselves back to Earth. I can't answer the others."" ""You hope to?"" ""Earnestly. I turn blue easily myself, and I'm as anxious as you are to get back.",1
818,"Months passed; and during all those months I pondered the mystery of the Professor's fate, and the fate of his machines. But my fevered brain could offer no solution until I read of what was happening in Arizona; then, then....""  Milton Baxter leaned forward, his voice broke.  ""Then,"" he cried, ""then I understood! Professor Reubens had succeeded in his last experiment. [SNIPPET] So tell me again. Please."" Bristol grinned suddenly. "" Yes, dear,"" he said. He paused a moment to collect his thoughts. "" First of all, you know that there are two coexistent universes or planes, with point-to-point correspondence, but that these planes are of very different size. For every one of the infinitude of points in our Universe—which we call for convenience the 'alpha' plane—there is a single corresponding point in the smaller or 'beta' plane."" Anne pursed her lips doubtfully. """,0
144,"Then she says the boss makes the natives use the employees' entrance on the other side of the house and she offers to take and show us the way. She kind of twitches when she says ""natives."" She don't even says yes or no all the way to the gate till, just before we get there, I trip on a root and bang my knee on a rock on the way down. Well, I howl and cuss some and she comes up close and asks me what seems to be the matter. I tell her the blamed rock hurts my knee and I think real hard about how her knee would feel if a rock hits it and she busts right out crying. ""Oh, you poor man, you poor man, you,"" she sobs. "" That rock don't like you at all."" ""It don't hate me, either,"" I says. "" It's only a rock."" [SNIPPET] And someone might remember the tale of an Earthman with a scarred face who had gone to Shainsa in disguise. I shrugged the shirtcloak around my shoulders, pushed the door and went in. I had remembered that Rakhal was waiting for me. Not beyond this door, but at the end of the trail, behind some other door, somewhere. And we have a byword in Shainsa: A trail without beginning has no end. Right there I stopped thinking about Juli, Rindy, the Terran Empire, or what Rakhal, who knew too many of Terra's secrets, might do if he had turned renegade. My fingers went up and stroked, musingly, the ridge of scar tissue along my mouth.",0
741,"He made no sound on the steps, cushioned as they were with mold, but at each landing he paused for a moment, listening. The cold fire that burned within him left no room for fatigue, for pain. A murmuring, then a laugh, cut through the deathlike stillness. Allan was nearly to the top. Down the corridor into which he crept, snakelike on his belly, red light flickered from an open door. [SNIPPET] They’re flying away! They seem to be way up among the stars. Maybe they’ve left the earth altogether.” Professor Wentworth following his daughter’s gaze, saw that many of the monsters were now mere orange pinpoints against the night. “Let us hope so!” he said fervently. But in his heart there was no conviction, nor in Jim’s, strangely.",0
779,"Every man does, or is capable of doing, almost every thing which any other man does, or is capable of being. Every man has a considerable degree of knowledge, ingenuity, and invention but scarce any man has a great degree. The degree, however, which is commonly possessed, is generally sufficient for conducting the whole simple business of the society. In a civilized state, on the contrary, though there is little variety in the occupations of the greater part of individuals, there is an almost infinite variety in those of the whole society. These varied occupations present an almost infinite variety of objects to the contemplation of those few, who, being attached to no particular occupation themselves, have leisure and inclination to examine the occupations of other people. The contemplation of so great a variety of objects necessarily exercises their minds in endless comparisons and combinations, and renders their understandings, in an extraordinary degree, both acute and comprehensive. [SNIPPET] In a small republic, where the people have entire confidence in their magistrates, are convinced of the necessity of the tax for the support of the state, and believe that it will be faithfully applied to that purpose, such conscientious and voluntary payment may sometimes be expected. It is not peculiar to the people of Hamburg.  The canton of Underwald, in Switzerland, is frequently ravaged by storms and inundations, and it is thereby exposed to extraordinary expenses. Upon such occasions the people assemble, and every one is said to declare with the greatest frankness what he is worth, in order to be taxed accordingly. At Zurich, the law orders, that in cases of necessity, every one should be taxed in proportion to his revenue; the amount of which he is obliged to declare upon oath. They have no suspicion, it is said, that any of their fellow citizens will deceive them. At Basil, the principal revenue of the state arises from a small custom upon goods exported. All the citizens make oath, that they will pay every three months all the taxes imposed by law.",1
982,"When we both feel like it. There's no use rushing things. I don't want to use up all the men too soon."" ""Use them up?"" ""He'll be my twenty-fifth husband."" [SNIPPET] There was no animosity in his tone. "" What I would like to know is what they are doing there beside the ship?"" Thulon and his three companions were visible beside the vessel. They were busily engaged in setting up a device of some kind.",0
536,"Kindling the incense in the hajen, he began the chant. Of course it was his holiday, but Zen couldn't resist the appeal of the incense. Besides he was there anyway, so it was really no trouble, no trouble, he thought, greedily sniffing the delicious aroma, at all. He materialized a head with seven nostrils so that he was able to inhale the incense in one delectable gulp. Then, ""No prayers answered on Thursday,"" he said, and disappeared. That would show them! ""Drat Zen and his days off!"" [SNIPPET] Four of you lay hold and see if you can lift it.' She stepped back to make room for them, glancing up at the tower which loomed drunkenly above them. Three of the strongest blacks had gripped the handholes cut into the stone—curiously unsuited to human hands—when Bêlit sprang back with a sharp cry. They froze in their places, and Conan, bending to aid them, wheeled with a startled curse. 'A snake in the grass,' she said, backing away. '",0
483,"The pool under Sandford lasher, just behind the lock, is a very good place to drown yourself in. The undercurrent is terribly strong, and if you once get down into it you are all right. An obelisk marks the spot where two men have already been drowned, while bathing there; and the steps of the obelisk are generally used as a diving-board by young men now who wish to see if the place really is dangerous.   Iffley Lock and Mill, a mile before you reach Oxford, is a favourite subject with the river-loving brethren of the brush. The real article, however, is rather disappointing, after the pictures. Few things, I have noticed, come quite up to the pictures of them, in this world. [SNIPPET] ""In a sand-boat, which has runners like a sled and sails like a ship. The wind will blow you swiftly across the desert and the sand cannot touch your flesh to turn it into dust.""  ""Good!"" cried Dorothy, clapping her hands delightedly. """,0
216,"His voice was harsh, shrill with shame and disgust for the role he had to play. “ I shall use this weapon to destroy your homes—each of them, one by one—unless you surrender Don Howard to me.” As he turned the pistol slowly toward the closest yellow wall, Niaga whispered, “Violence is a violation of the law of humanity. We offered Don Howard sanctuary and peace—as we offer it to all of you. Stay with us, Martin Lord; make your home here.” He clenched his jaw. “ I want Don and I want him now!” “But why must you go back? [SNIPPET] I'd get as many as I could before I let them sink their mandibles into me."" ""But I thought they were hostages, and being treated as such?"" ""The Aranians got tired of waiting; some of the younger ones tried to do their own executing,"" explained Tipene. "" The whole brood of them is in an ugly mood, the old fellow tells me. We were fools to come!""",0
452,"He didn't drink.  ""Growing?"" echoed Silby stupidly.  ""Yes. [SNIPPET] I bring it here to sell to Westman, the camera people, and what do they say? ' It isn't clear. Only one person can use it at a time. It's too expensive.' Fools! Fools!""",0
0,"of it was in blank, but the solitary compositor who did the thing had amused himself by making a grotesque scheme of advertisement stereo on the back page. The matter he printed was emotional; the news organisation had not as yet found its way back. I learned nothing fresh except that already in one week the examination of the Martian mechanisms had yielded astonishing results. Among other things, the article assured me what I did not believe at the time, that the “Secret of Flying,” was discovered. At Waterloo I found the free trains that were taking people to their homes. The first rush was already over. There were few people in the train, and I was in no mood for casual conversation. I got a compartment to myself, and sat with folded arms, looking greyly at the sunlit devastation that flowed past the windows. And just outside the terminus the train jolted over temporary rails, and on either side of the railway the houses were blackened ruins. To Clapham Junction the face of London was grimy with powder of the Black Smoke, in spite of two days of thunderstorms and rain, and at Clapham Junction the line had been wrecked again; there were hundreds of out-of-work clerks and shopmen working side by side with the customary navvies, and we were jolted over a hasty relaying.  All down the line from there the aspect of the country was gaunt and unfamiliar; Wimbledon particularly [SNIPPET] had been dead so long that they fell to pieces when I tilted the boat on its side and dragged them out. One had a shock of red hair, like the captain of the _Ipecacuanha_, and a dirty white cap lay in the bottom of the boat.  As I stood beside the boat, three of the Beasts came slinking out of the bushes and sniffing towards me. One of my spasms of disgust came upon me. I thrust the little boat down the beach and clambered on board her. Two of the brutes were Wolf-beasts, and came forward with quivering nostrils and glittering eyes; the third was the horrible nondescript of bear and bull. When I saw them approaching those wretched remains, heard them snarling at one another and caught the gleam of their teeth, a frantic horror succeeded my repulsion. I turned my back upon them, struck the lug and began paddling out to sea. I could not bring myself to look behind me.  I lay, however, between the reef and the island that night, and the next morning went round to the stream and filled the empty keg aboard with water. Then, with such patience as I could command, I collected a quantity of fruit, and waylaid and killed two rabbits with my last three cartridges. While I was doing this I left the boat moored to an inward projection of the reef, for fear of the Beast People.     XXII. THE MAN ALONE.   In the evening I started, and drove out to sea before a gentle wind from the",1
481,"""Huh?"" asked Duncan, then caught what the native meant. "" Dive into it,"" he said, almost kindly. "" It isn't much, but it gives you strength. We'll need strength tomorrow."" ood-giver, eh? Trying to butter him up, perhaps. In a little while, Sipar would start whining for him to knock off the hunt and head back for the farm. Although, come to think of it, he really was the food-giver to this bunch of sexless wonders. [SNIPPET] Men advised one another to see Nyarlathotep, and shuddered. And where Nyarlathotep went, rest vanished; for the small hours were rent with the screams of nightmare. Never before had the screams of nightmare been such a public problem; now the wise men almost wished they could forbid sleep in the small hours, that the shrieks of cities might less horribly disturb the pale, pitying moon as it glimmered on green waters gliding under bridges, and old steeples crumbling against a sickly sky.  I remember when Nyarlathotep came to my city—the great, the old, the terrible city of unnumbered crimes.",0
1173,"I think, too, that he was lonely, heart-hungry for affection. His wife was dead, and his own boy.... But I won't go into that.  ""Suffice it to say that I believe he bestowed on me some of the affection he had felt for his dead son. Indeed I am sure he did. Be that as it may, I often visited him in his laboratory and watched, fascinated, as he pored over some of his intricate apparatus. In a vague way, I knew that he was seeking to delve more deeply into the atom.  ""'Before Leeuwenhoek invented the microscope,' the Professor once said, 'who ever dreamed of the life in a drop of water? [SNIPPET] Direct your attention toward Sam Atkins."" Each of them had a cube of the same crystal. It was like a party line. Fenwick pressed his only slightly.",0
580,"Carter only used it once himself. I came in here the day he finished it, just as he was ready to turn it on. He was just putting the finishing touches on it. ""In a few minutes,"" he told me, ""I'll have the answer to a question that may never have been answered before: what is reality? Is the world a thing by itself, and all we know illusion? Why do things grow smaller the farther away from us they appear? Why can't we see more than one side of anything at a time? What happens to the far side of an object; does it cease to exist just because we can't see it? Are objects not present nonexistent? [SNIPPET] We are persecuting him! We are all envious of him! We are plotting against him!"" ""Of course; this sullen and suspicious silence is a common paranoid symptom; one often finds such symptoms in cases of senile dementia,"" Doctor Vehrner agreed. Colonel Hampton snorted contemptuously.",0
1202,"He is healthiest. Best. The longer you stay on this asteroid, the lower you fall."" Parr thought he was being joked with, and scowled. But his informant smiled the broader. "" My name's Sadau—here under sentence for theft of Martian government property."" ""I'm Fitzhugh Parr. [SNIPPET] He handed out little flat packets of concentrated food from his pockets. They munched as they walked. Nobody said anything. The wind, which had dropped at sundown, picked up from a different quarter and began to blow again. It got cold. After a while they caught up with the people, who had stopped to rest and eat. The babies and old people for whom Kieran had felt a worried pity were in much better shape than he. He drank from the river and then sat down. Paula and Webber sat beside him, on the ground.",0
62,"Mrs. Radcliffe's skeletons are decently concealed in the family cupboard, Lewis's stalk abroad in shameless publicity. In Mrs. Radcliffe's stories, the shadow fades and disappears just when we think we are close upon the substance; for, after we have long been groping in the twilight of fearful imaginings, she suddenly jerks back the shutter to admit the clear light of reason. In Lewis's wonder-world there are no elusive shadows; he hurls us without preparation or initiation into a daylight orgy of horrors. Lewis was educated at Westminster and Christ Church, but a year spent in Weimar (1792-3), where he zealously studied German, and incidentally, met Goethe, seems to have left more obvious marks on his literary career. To Lewis, Goethe is pre-eminently the author of The Sorrows of Werther; and Schiller, he remarks casually, ""has, written several other plays besides The Robbers. ""[41] He probably read Heinse's Ardinghello(1787), Tieck's Abdallah (1792-3), and William Lovell (1794-6), many of the innumerable dramas of Kotzebue, the romances of Weit Weber, and other specimens of what Carlyle describes as ""the bowl and dagger department,"" w  ""Black Forests and Lubberland, sensuality and horror, the spectre nun and the charmed moonshine, shall not be wanting. Boisterous outlaws also, with huge whiskers, and the most cat o' mountain aspect; tear-stained sentimentalists, the grimmest man-eaters, ghosts and the like suspicious characters will be found in abundance. ""[42] [SNIPPET] Therefore he decided that it were better to flee at once; so he commanded, and the sailors went to the sails, and others raised the anchor to the deck, and just as the highest pinnacle of marble lost the last rays of the sun we left Perdóndaris, that famous city. And night came down and cloaked Perdóndaris and hid it from our eyes, which as things have happened will never see it again; for I have heard since that something swift and wonderful has suddenly wrecked Perdóndaris in a day—towers, and walls, and people. And the night deepened over the River Yann, a night all white with stars. And with the night there arose the helmsman's song. As soon as he had prayed he began to sing to cheer himself all through the lonely night. But first he prayed, praying the helmsman's prayer. And this is what I remember of it, rendered into English with a very feeble equivalent of the rhythm that seemed so resonant in those tropic n",0
508,"The mere fact of the accused committing suicide would, in many people's opinion, point to guilt; and as the postal order was never traced, it was generally concluded that Anna had secreted it, and had been only waiting till inquiries ceased, and the affair was forgotten, to cash it. Of course, [236]the letter I found was the missing one, and although apparently hidden with intent, the fact of its never having been opened seemed to suggest that Anna was innocent, and that the envelope had, by some extraordinary accident, fallen unnoticed by Anna through the crack between the boards. Anyhow, its discovery put an end to the disturbances and the apparition of the unfortunate suicide—whether guilty or innocent, and the Judgment Day can alone determine that—has never been seen since.         [237] [SNIPPET] Freddie was pretty far gone. I recollect once, happening to be looking round his room in his absence, coming on a poem he had written to her. It was hot stuff—very hot! If that girl has kept those letters it's my belief we shall see Freddie following in Lord Stockheath's footsteps."" There was a hush of delighted horror round the table. ""Goo',"" said Miss Chester's escort with unction. """,0
922,"No—let the new Hospital be joined with the old Infirmary, and everything go on as it might have done if I had never come. I have kept a valuable register since I have been there; I shall send it to a man who will make use of it,” he ended bitterly. “ I can think of nothing for a long while but getting an income.”  “It hurts me very much to hear you speak so hopelessly,” said Dorothea. “ [SNIPPET] “Very dim, very dim,” said Elijah. “ Morning to ye.”  Once more we quitted him; but once more he came softly after us; and touching my shoulder again, said, “See if you can find ’em now, will ye?  “Find who?”  “Morning to ye! morning to ye!”",0
999,"There were only three of them, two with guns, one with a hand grenade. The pistol men managed to wound two Senators and a guard. I was right there, talking to Connaught. I spotted the little fellow with the hand grenade and tackled him. I knocked him down, but the grenade went flying, pin pulled, seconds ticking away. I lunged for it. Larry Connaught was ahead of me. [SNIPPET] They have been called less kind things than collectors. Thieves, for example, and scavengers. But collectors are what they really are. Collecting fulfills a basic need in their mammalian makeup; the possession of articles gives them a feeling of security. They love to surround their little furry bodies with all sorts of odds and ends, and their little arboreal houses are stuffed with everything you can think of.",0
